训练样本索引,标签ID,类别名称
8706,0,alt.atheism
8707,12,sci.electronics
8708,9,rec.sport.baseball
8709,5,comp.windows.x
8710,14,sci.space
8711,19,talk.religion.misc
8712,5,comp.windows.x
8713,0,alt.atheism
8714,15,soc.religion.christian
8715,12,sci.electronics
8716,3,comp.sys.ibm.pc.hardware
8717,14,sci.space
8718,6,misc.forsale
8719,19,talk.religion.misc
8720,2,comp.os.ms-windows.misc
8721,15,soc.religion.christian
8722,17,talk.politics.mideast
8723,0,alt.atheism
8724,19,talk.religion.misc
8725,11,sci.crypt
8726,8,rec.motorcycles
8727,14,sci.space
8728,6,misc.forsale
8729,10,rec.sport.hockey
8730,11,sci.crypt
8731,19,talk.religion.misc
8732,14,sci.space
8733,18,talk.politics.misc
8734,6,misc.forsale
8735,17,talk.politics.mideast
8736,14,sci.space
8737,7,rec.autos
8738,18,talk.politics.misc
8739,18,talk.politics.misc
8740,6,misc.forsale
8741,17,talk.politics.mideast
8742,14,sci.space
8743,18,talk.politics.misc
8744,1,comp.graphics
8745,14,sci.space
8746,6,misc.forsale
8747,9,rec.sport.baseball
8748,3,comp.sys.ibm.pc.hardware
8749,16,talk.politics.guns
8750,13,sci.med
8751,6,misc.forsale
8752,1,comp.graphics
8753,12,sci.electronics
8754,13,sci.med
8755,18,talk.politics.misc
8756,15,soc.religion.christian
8757,15,soc.religion.christian
8758,18,talk.politics.misc
8759,16,talk.politics.guns
8760,0,alt.atheism
8761,8,rec.motorcycles
8762,13,sci.med
8763,15,soc.religion.christian
8764,2,comp.os.ms-windows.misc
8765,19,talk.religion.misc
8766,9,rec.sport.baseball
8767,11,sci.crypt
8768,6,misc.forsale
8769,13,sci.med
8770,4,comp.sys.mac.hardware
8771,6,misc.forsale
8772,13,sci.med
8773,9,rec.sport.baseball
8774,4,comp.sys.mac.hardware
8775,5,comp.windows.x
8776,3,comp.sys.ibm.pc.hardware
8777,7,rec.autos
8778,18,talk.politics.misc
8779,18,talk.politics.misc
8780,9,rec.sport.baseball
8781,14,sci.space
8782,7,rec.autos
8783,12,sci.electronics
8784,10,rec.sport.hockey
8785,10,rec.sport.hockey
8786,4,comp.sys.mac.hardware
8787,13,sci.med
8788,16,talk.politics.guns
8789,5,comp.windows.x
8790,10,rec.sport.hockey
8791,9,rec.sport.baseball
8792,4,comp.sys.mac.hardware
8793,3,comp.sys.ibm.pc.hardware
8794,15,soc.religion.christian
8795,2,comp.os.ms-windows.misc
8796,13,sci.med
8797,8,rec.motorcycles
8798,3,comp.sys.ibm.pc.hardware
8799,13,sci.med
8800,6,misc.forsale
8801,9,rec.sport.baseball
8802,16,talk.politics.guns
8803,18,talk.politics.misc
8804,15,soc.religion.christian
8805,19,talk.religion.misc
8806,7,rec.autos
8807,1,comp.graphics
8808,8,rec.motorcycles
8809,9,rec.sport.baseball
8810,18,talk.politics.misc
8811,6,misc.forsale
8812,13,sci.med
8813,5,comp.windows.x
8814,1,comp.graphics
8815,14,sci.space
8816,2,comp.os.ms-windows.misc
8817,14,sci.space
8818,9,rec.sport.baseball
8819,14,sci.space
8820,19,talk.religion.misc
8821,11,sci.crypt
8822,8,rec.motorcycles
8823,11,sci.crypt
8824,2,comp.os.ms-windows.misc
8825,10,rec.sport.hockey
8826,3,comp.sys.ibm.pc.hardware
8827,15,soc.religion.christian
8828,0,alt.atheism
8829,8,rec.motorcycles
8830,19,talk.religion.misc
8831,12,sci.electronics
8832,19,talk.religion.misc
8833,19,talk.religion.misc
8834,0,alt.atheism
8835,15,soc.religion.christian
8836,16,talk.politics.guns
8837,6,misc.forsale
8838,0,alt.atheism
8839,7,rec.autos
8840,12,sci.electronics
8841,10,rec.sport.hockey
8842,8,rec.motorcycles
8843,3,comp.sys.ibm.pc.hardware
8844,4,comp.sys.mac.hardware
8845,15,soc.religion.christian
8846,7,rec.autos
8847,16,talk.politics.guns
8848,8,rec.motorcycles
8849,14,sci.space
8850,10,rec.sport.hockey
8851,15,soc.religion.christian
8852,19,talk.religion.misc
8853,2,comp.os.ms-windows.misc
8854,13,sci.med
8855,0,alt.atheism
8856,15,soc.religion.christian
8857,10,rec.sport.hockey
8858,7,rec.autos
8859,1,comp.graphics
8860,19,talk.religion.misc
8861,14,sci.space
8862,0,alt.atheism
8863,16,talk.politics.guns
8864,11,sci.crypt
8865,15,soc.religion.christian
8866,18,talk.politics.misc
8867,10,rec.sport.hockey
8868,4,comp.sys.mac.hardware
8869,1,comp.graphics
8870,5,comp.windows.x
8871,17,talk.politics.mideast
8872,17,talk.politics.mideast
8873,16,talk.politics.guns
8874,3,comp.sys.ibm.pc.hardware
8875,1,comp.graphics
8876,19,talk.religion.misc
8877,19,talk.religion.misc
8878,4,comp.sys.mac.hardware
8879,19,talk.religion.misc
8880,5,comp.windows.x
8881,6,misc.forsale
8882,16,talk.politics.guns
8883,6,misc.forsale
8884,10,rec.sport.hockey
8885,9,rec.sport.baseball
8886,15,soc.religion.christian
8887,4,comp.sys.mac.hardware
8888,0,alt.atheism
8889,6,misc.forsale
8890,12,sci.electronics
8891,7,rec.autos
8892,5,comp.windows.x
8893,0,alt.atheism
8894,8,rec.motorcycles
8895,13,sci.med
8896,4,comp.sys.mac.hardware
8897,19,talk.religion.misc
8898,13,sci.med
8899,4,comp.sys.mac.hardware
8900,7,rec.autos
8901,16,talk.politics.guns
8902,12,sci.electronics
8903,19,talk.religion.misc
8904,13,sci.med
8905,16,talk.politics.guns
8906,7,rec.autos
8907,11,sci.crypt
8908,17,talk.politics.mideast
8909,2,comp.os.ms-windows.misc
8910,0,alt.atheism
8911,1,comp.graphics
8912,17,talk.politics.mideast
8913,9,rec.sport.baseball
8914,12,sci.electronics
8915,11,sci.crypt
8916,7,rec.autos
8917,2,comp.os.ms-windows.misc
8918,17,talk.politics.mideast
8919,11,sci.crypt
8920,11,sci.crypt
8921,16,talk.politics.guns
8922,18,talk.politics.misc
8923,1,comp.graphics
8924,18,talk.politics.misc
8925,19,talk.religion.misc
8926,3,comp.sys.ibm.pc.hardware
8927,15,soc.religion.christian
8928,2,comp.os.ms-windows.misc
8929,12,sci.electronics
8930,13,sci.med
8931,0,alt.atheism
8932,0,alt.atheism
8933,1,comp.graphics
8934,7,rec.autos
8935,1,comp.graphics
8936,7,rec.autos
8937,19,talk.religion.misc
8938,1,comp.graphics
8939,14,sci.space
8940,14,sci.space
8941,7,rec.autos
8942,13,sci.med
8943,11,sci.crypt
8944,11,sci.crypt
8945,10,rec.sport.hockey
8946,16,talk.politics.guns
8947,19,talk.religion.misc
8948,2,comp.os.ms-windows.misc
8949,2,comp.os.ms-windows.misc
8950,18,talk.politics.misc
8951,9,rec.sport.baseball
8952,9,rec.sport.baseball
8953,15,soc.religion.christian
8954,7,rec.autos
8955,18,talk.politics.misc
8956,2,comp.os.ms-windows.misc
8957,8,rec.motorcycles
8958,18,talk.politics.misc
8959,2,comp.os.ms-windows.misc
8960,4,comp.sys.mac.hardware
8961,18,talk.politics.misc
8962,17,talk.politics.mideast
8963,9,rec.sport.baseball
8964,11,sci.crypt
8965,8,rec.motorcycles
8966,2,comp.os.ms-windows.misc
8967,0,alt.atheism
8968,5,comp.windows.x
8969,0,alt.atheism
8970,3,comp.sys.ibm.pc.hardware
8971,16,talk.politics.guns
8972,3,comp.sys.ibm.pc.hardware
8973,0,alt.atheism
8974,11,sci.crypt
8975,16,talk.politics.guns
8976,16,talk.politics.guns
8977,3,comp.sys.ibm.pc.hardware
8978,17,talk.politics.mideast
8979,1,comp.graphics
8980,3,comp.sys.ibm.pc.hardware
8981,14,sci.space
8982,0,alt.atheism
8983,1,comp.graphics
8984,14,sci.space
8985,14,sci.space
8986,17,talk.politics.mideast
8987,5,comp.windows.x
8988,1,comp.graphics
8989,15,soc.religion.christian
8990,10,rec.sport.hockey
8991,0,alt.atheism
8992,7,rec.autos
8993,3,comp.sys.ibm.pc.hardware
8994,8,rec.motorcycles
8995,3,comp.sys.ibm.pc.hardware
8996,12,sci.electronics
8997,10,rec.sport.hockey
8998,0,alt.atheism
8999,12,sci.electronics
9000,11,sci.crypt
9001,19,talk.religion.misc
9002,19,talk.religion.misc
9003,19,talk.religion.misc
9004,15,soc.religion.christian
9005,0,alt.atheism
9006,15,soc.religion.christian
9007,9,rec.sport.baseball
9008,9,rec.sport.baseball
9009,2,comp.os.ms-windows.misc
9010,17,talk.politics.mideast
9011,9,rec.sport.baseball
9012,17,talk.politics.mideast
9013,9,rec.sport.baseball
9014,3,comp.sys.ibm.pc.hardware
9015,2,comp.os.ms-windows.misc
9016,16,talk.politics.guns
9017,17,talk.politics.mideast
9018,4,comp.sys.mac.hardware
9019,15,soc.religion.christian
9020,8,rec.motorcycles
9021,10,rec.sport.hockey
9022,2,comp.os.ms-windows.misc
9023,16,talk.politics.guns
9024,8,rec.motorcycles
9025,4,comp.sys.mac.hardware
9026,7,rec.autos
9027,10,rec.sport.hockey
9028,8,rec.motorcycles
9029,0,alt.atheism
9030,11,sci.crypt
9031,12,sci.electronics
9032,7,rec.autos
9033,11,sci.crypt
9034,15,soc.religion.christian
9035,15,soc.religion.christian
9036,4,comp.sys.mac.hardware
9037,16,talk.politics.guns
9038,2,comp.os.ms-windows.misc
9039,3,comp.sys.ibm.pc.hardware
9040,17,talk.politics.mideast
9041,18,talk.politics.misc
9042,15,soc.religion.christian
9043,1,comp.graphics
9044,1,comp.graphics
9045,19,talk.religion.misc
9046,19,talk.religion.misc
9047,5,comp.windows.x
9048,12,sci.electronics
9049,4,comp.sys.mac.hardware
9050,3,comp.sys.ibm.pc.hardware
9051,19,talk.religion.misc
9052,1,comp.graphics
9053,7,rec.autos
9054,10,rec.sport.hockey
9055,14,sci.space
9056,3,comp.sys.ibm.pc.hardware
9057,16,talk.politics.guns
9058,19,talk.religion.misc
9059,15,soc.religion.christian
9060,3,comp.sys.ibm.pc.hardware
9061,3,comp.sys.ibm.pc.hardware
9062,11,sci.crypt
9063,10,rec.sport.hockey
9064,2,comp.os.ms-windows.misc
9065,7,rec.autos
9066,4,comp.sys.mac.hardware
9067,16,talk.politics.guns
9068,9,rec.sport.baseball
9069,6,misc.forsale
9070,15,soc.religion.christian
9071,4,comp.sys.mac.hardware
9072,7,rec.autos
9073,16,talk.politics.guns
9074,4,comp.sys.mac.hardware
9075,18,talk.politics.misc
9076,13,sci.med
9077,12,sci.electronics
9078,19,talk.religion.misc
9079,9,rec.sport.baseball
9080,4,comp.sys.mac.hardware
9081,4,comp.sys.mac.hardware
9082,3,comp.sys.ibm.pc.hardware
9083,3,comp.sys.ibm.pc.hardware
9084,11,sci.crypt
9085,6,misc.forsale
9086,14,sci.space
9087,5,comp.windows.x
9088,8,rec.motorcycles
9089,2,comp.os.ms-windows.misc
9090,18,talk.politics.misc
9091,5,comp.windows.x
9092,5,comp.windows.x
9093,2,comp.os.ms-windows.misc
9094,8,rec.motorcycles
9095,13,sci.med
9096,7,rec.autos
9097,5,comp.windows.x
9098,11,sci.crypt
9099,16,talk.politics.guns
9100,19,talk.religion.misc
9101,7,rec.autos
9102,9,rec.sport.baseball
9103,12,sci.electronics
9104,2,comp.os.ms-windows.misc
9105,17,talk.politics.mideast
9106,4,comp.sys.mac.hardware
9107,18,talk.politics.misc
9108,9,rec.sport.baseball
9109,12,sci.electronics
9110,12,sci.electronics
9111,14,sci.space
9112,16,talk.politics.guns
9113,12,sci.electronics
9114,17,talk.politics.mideast
9115,18,talk.politics.misc
9116,13,sci.med
9117,7,rec.autos
9118,18,talk.politics.misc
9119,6,misc.forsale
9120,11,sci.crypt
9121,7,rec.autos
9122,12,sci.electronics
9123,11,sci.crypt
9124,0,alt.atheism
9125,8,rec.motorcycles
9126,4,comp.sys.mac.hardware
9127,17,talk.politics.mideast
9128,6,misc.forsale
9129,7,rec.autos
9130,8,rec.motorcycles
9131,14,sci.space
9132,12,sci.electronics
9133,2,comp.os.ms-windows.misc
9134,9,rec.sport.baseball
9135,10,rec.sport.hockey
9136,2,comp.os.ms-windows.misc
9137,9,rec.sport.baseball
9138,8,rec.motorcycles
9139,6,misc.forsale
9140,4,comp.sys.mac.hardware
9141,10,rec.sport.hockey
9142,17,talk.politics.mideast
9143,14,sci.space
9144,7,rec.autos
9145,8,rec.motorcycles
9146,18,talk.politics.misc
9147,9,rec.sport.baseball
9148,10,rec.sport.hockey
9149,12,sci.electronics
9150,18,talk.politics.misc
9151,13,sci.med
9152,2,comp.os.ms-windows.misc
9153,6,misc.forsale
9154,19,talk.religion.misc
9155,18,talk.politics.misc
9156,6,misc.forsale
9157,7,rec.autos
9158,7,rec.autos
9159,1,comp.graphics
9160,15,soc.religion.christian
9161,1,comp.graphics
9162,13,sci.med
9163,6,misc.forsale
9164,13,sci.med
9165,9,rec.sport.baseball
9166,3,comp.sys.ibm.pc.hardware
9167,19,talk.religion.misc
9168,2,comp.os.ms-windows.misc
9169,17,talk.politics.mideast
9170,1,comp.graphics
9171,3,comp.sys.ibm.pc.hardware
9172,15,soc.religion.christian
9173,14,sci.space
9174,10,rec.sport.hockey
9175,16,talk.politics.guns
9176,15,soc.religion.christian
9177,6,misc.forsale
9178,3,comp.sys.ibm.pc.hardware
9179,3,comp.sys.ibm.pc.hardware
9180,16,talk.politics.guns
9181,14,sci.space
9182,2,comp.os.ms-windows.misc
9183,6,misc.forsale
9184,1,comp.graphics
9185,1,comp.graphics
9186,13,sci.med
9187,5,comp.windows.x
9188,7,rec.autos
9189,9,rec.sport.baseball
9190,16,talk.politics.guns
9191,1,comp.graphics
9192,9,rec.sport.baseball
9193,4,comp.sys.mac.hardware
9194,6,misc.forsale
9195,4,comp.sys.mac.hardware
9196,17,talk.politics.mideast
9197,16,talk.politics.guns
9198,12,sci.electronics
9199,3,comp.sys.ibm.pc.hardware
9200,15,soc.religion.christian
9201,4,comp.sys.mac.hardware
9202,16,talk.politics.guns
9203,1,comp.graphics
9204,19,talk.religion.misc
9205,7,rec.autos
9206,18,talk.politics.misc
9207,11,sci.crypt
9208,16,talk.politics.guns
9209,1,comp.graphics
9210,1,comp.graphics
9211,17,talk.politics.mideast
9212,19,talk.religion.misc
9213,13,sci.med
9214,0,alt.atheism
9215,17,talk.politics.mideast
9216,13,sci.med
9217,5,comp.windows.x
9218,5,comp.windows.x
9219,4,comp.sys.mac.hardware
9220,17,talk.politics.mideast
9221,6,misc.forsale
9222,14,sci.space
9223,9,rec.sport.baseball
9224,7,rec.autos
9225,12,sci.electronics
9226,5,comp.windows.x
9227,5,comp.windows.x
9228,0,alt.atheism
9229,9,rec.sport.baseball
9230,10,rec.sport.hockey
9231,9,rec.sport.baseball
9232,7,rec.autos
9233,0,alt.atheism
9234,15,soc.religion.christian
9235,14,sci.space
9236,3,comp.sys.ibm.pc.hardware
9237,7,rec.autos
9238,9,rec.sport.baseball
9239,9,rec.sport.baseball
9240,17,talk.politics.mideast
9241,5,comp.windows.x
9242,12,sci.electronics
9243,13,sci.med
9244,6,misc.forsale
9245,16,talk.politics.guns
9246,14,sci.space
9247,13,sci.med
9248,2,comp.os.ms-windows.misc
9249,18,talk.politics.misc
9250,4,comp.sys.mac.hardware
9251,12,sci.electronics
9252,15,soc.religion.christian
9253,8,rec.motorcycles
9254,11,sci.crypt
9255,19,talk.religion.misc
9256,18,talk.politics.misc
9257,3,comp.sys.ibm.pc.hardware
9258,2,comp.os.ms-windows.misc
9259,9,rec.sport.baseball
9260,6,misc.forsale
9261,16,talk.politics.guns
9262,16,talk.politics.guns
9263,12,sci.electronics
9264,7,rec.autos
9265,4,comp.sys.mac.hardware
9266,9,rec.sport.baseball
9267,12,sci.electronics
9268,14,sci.space
9269,6,misc.forsale
9270,10,rec.sport.hockey
9271,17,talk.politics.mideast
9272,13,sci.med
9273,11,sci.crypt
9274,5,comp.windows.x
9275,17,talk.politics.mideast
9276,6,misc.forsale
9277,19,talk.religion.misc
9278,2,comp.os.ms-windows.misc
9279,10,rec.sport.hockey
9280,1,comp.graphics
9281,11,sci.crypt
9282,6,misc.forsale
9283,10,rec.sport.hockey
9284,0,alt.atheism
9285,19,talk.religion.misc
9286,9,rec.sport.baseball
9287,12,sci.electronics
9288,3,comp.sys.ibm.pc.hardware
9289,15,soc.religion.christian
9290,10,rec.sport.hockey
9291,9,rec.sport.baseball
9292,2,comp.os.ms-windows.misc
9293,9,rec.sport.baseball
9294,6,misc.forsale
9295,2,comp.os.ms-windows.misc
9296,18,talk.politics.misc
9297,8,rec.motorcycles
9298,15,soc.religion.christian
9299,19,talk.religion.misc
9300,17,talk.politics.mideast
9301,11,sci.crypt
9302,4,comp.sys.mac.hardware
9303,0,alt.atheism
9304,14,sci.space
9305,5,comp.windows.x
9306,5,comp.windows.x
9307,17,talk.politics.mideast
9308,15,soc.religion.christian
9309,11,sci.crypt
9310,3,comp.sys.ibm.pc.hardware
9311,17,talk.politics.mideast
9312,8,rec.motorcycles
9313,6,misc.forsale
9314,10,rec.sport.hockey
9315,18,talk.politics.misc
9316,9,rec.sport.baseball
9317,9,rec.sport.baseball
9318,1,comp.graphics
9319,6,misc.forsale
9320,11,sci.crypt
9321,18,talk.politics.misc
9322,17,talk.politics.mideast
9323,16,talk.politics.guns
9324,7,rec.autos
9325,0,alt.atheism
9326,8,rec.motorcycles
9327,9,rec.sport.baseball
9328,9,rec.sport.baseball
9329,19,talk.religion.misc
9330,2,comp.os.ms-windows.misc
9331,14,sci.space
9332,17,talk.politics.mideast
9333,10,rec.sport.hockey
9334,3,comp.sys.ibm.pc.hardware
9335,8,rec.motorcycles
9336,1,comp.graphics
9337,2,comp.os.ms-windows.misc
9338,15,soc.religion.christian
9339,18,talk.politics.misc
9340,4,comp.sys.mac.hardware
9341,12,sci.electronics
9342,12,sci.electronics
9343,17,talk.politics.mideast
9344,4,comp.sys.mac.hardware
9345,0,alt.atheism
9346,10,rec.sport.hockey
9347,15,soc.religion.christian
9348,11,sci.crypt
9349,0,alt.atheism
9350,5,comp.windows.x
9351,12,sci.electronics
9352,13,sci.med
9353,14,sci.space
9354,13,sci.med
9355,0,alt.atheism
9356,9,rec.sport.baseball
9357,14,sci.space
9358,16,talk.politics.guns
9359,19,talk.religion.misc
9360,4,comp.sys.mac.hardware
9361,19,talk.religion.misc
9362,14,sci.space
9363,7,rec.autos
9364,17,talk.politics.mideast
9365,13,sci.med
9366,15,soc.religion.christian
9367,19,talk.religion.misc
9368,11,sci.crypt
9369,8,rec.motorcycles
9370,15,soc.religion.christian
9371,12,sci.electronics
9372,1,comp.graphics
9373,6,misc.forsale
9374,15,soc.religion.christian
9375,15,soc.religion.christian
9376,10,rec.sport.hockey
9377,15,soc.religion.christian
9378,6,misc.forsale
9379,17,talk.politics.mideast
9380,12,sci.electronics
9381,0,alt.atheism
9382,15,soc.religion.christian
9383,5,comp.windows.x
9384,9,rec.sport.baseball
9385,13,sci.med
9386,11,sci.crypt
9387,11,sci.crypt
9388,6,misc.forsale
9389,7,rec.autos
9390,5,comp.windows.x
9391,10,rec.sport.hockey
9392,6,misc.forsale
9393,6,misc.forsale
9394,14,sci.space
9395,3,comp.sys.ibm.pc.hardware
9396,0,alt.atheism
9397,8,rec.motorcycles
9398,16,talk.politics.guns
9399,13,sci.med
9400,10,rec.sport.hockey
9401,2,comp.os.ms-windows.misc
9402,17,talk.politics.mideast
9403,15,soc.religion.christian
9404,15,soc.religion.christian
9405,18,talk.politics.misc
9406,10,rec.sport.hockey
9407,6,misc.forsale
9408,12,sci.electronics
9409,6,misc.forsale
9410,6,misc.forsale
9411,17,talk.politics.mideast
9412,8,rec.motorcycles
9413,9,rec.sport.baseball
9414,15,soc.religion.christian
9415,15,soc.religion.christian
9416,6,misc.forsale
9417,6,misc.forsale
9418,5,comp.windows.x
9419,0,alt.atheism
9420,15,soc.religion.christian
9421,11,sci.crypt
9422,8,rec.motorcycles
9423,13,sci.med
9424,16,talk.politics.guns
9425,19,talk.religion.misc
9426,9,rec.sport.baseball
9427,9,rec.sport.baseball
9428,9,rec.sport.baseball
9429,4,comp.sys.mac.hardware
9430,3,comp.sys.ibm.pc.hardware
9431,16,talk.politics.guns
9432,3,comp.sys.ibm.pc.hardware
9433,4,comp.sys.mac.hardware
9434,2,comp.os.ms-windows.misc
9435,11,sci.crypt
9436,10,rec.sport.hockey
9437,6,misc.forsale
9438,13,sci.med
9439,11,sci.crypt
9440,1,comp.graphics
9441,4,comp.sys.mac.hardware
9442,3,comp.sys.ibm.pc.hardware
9443,14,sci.space
9444,6,misc.forsale
9445,0,alt.atheism
9446,14,sci.space
9447,4,comp.sys.mac.hardware
9448,0,alt.atheism
9449,8,rec.motorcycles
9450,11,sci.crypt
9451,1,comp.graphics
9452,15,soc.religion.christian
9453,3,comp.sys.ibm.pc.hardware
9454,4,comp.sys.mac.hardware
9455,1,comp.graphics
9456,12,sci.electronics
9457,17,talk.politics.mideast
9458,0,alt.atheism
9459,10,rec.sport.hockey
9460,0,alt.atheism
9461,11,sci.crypt
9462,9,rec.sport.baseball
9463,12,sci.electronics
9464,18,talk.politics.misc
9465,13,sci.med
9466,19,talk.religion.misc
9467,19,talk.religion.misc
9468,7,rec.autos
9469,11,sci.crypt
9470,12,sci.electronics
9471,12,sci.electronics
9472,12,sci.electronics
9473,1,comp.graphics
9474,4,comp.sys.mac.hardware
9475,11,sci.crypt
9476,8,rec.motorcycles
9477,11,sci.crypt
9478,4,comp.sys.mac.hardware
9479,5,comp.windows.x
9480,6,misc.forsale
9481,13,sci.med
9482,14,sci.space
9483,15,soc.religion.christian
9484,4,comp.sys.mac.hardware
9485,15,soc.religion.christian
9486,15,soc.religion.christian
9487,17,talk.politics.mideast
9488,17,talk.politics.mideast
9489,16,talk.politics.guns
9490,2,comp.os.ms-windows.misc
9491,13,sci.med
9492,8,rec.motorcycles
9493,0,alt.atheism
9494,9,rec.sport.baseball
9495,18,talk.politics.misc
9496,4,comp.sys.mac.hardware
9497,13,sci.med
9498,3,comp.sys.ibm.pc.hardware
9499,8,rec.motorcycles
9500,11,sci.crypt
9501,17,talk.politics.mideast
9502,19,talk.religion.misc
9503,1,comp.graphics
9504,18,talk.politics.misc
9505,1,comp.graphics
9506,2,comp.os.ms-windows.misc
9507,7,rec.autos
9508,9,rec.sport.baseball
9509,17,talk.politics.mideast
9510,18,talk.politics.misc
9511,13,sci.med
9512,13,sci.med
9513,12,sci.electronics
9514,12,sci.electronics
9515,13,sci.med
9516,3,comp.sys.ibm.pc.hardware
9517,0,alt.atheism
9518,4,comp.sys.mac.hardware
9519,10,rec.sport.hockey
9520,9,rec.sport.baseball
9521,7,rec.autos
9522,13,sci.med
9523,13,sci.med
9524,2,comp.os.ms-windows.misc
9525,6,misc.forsale
9526,19,talk.religion.misc
9527,15,soc.religion.christian
9528,16,talk.politics.guns
9529,4,comp.sys.mac.hardware
9530,7,rec.autos
9531,17,talk.politics.mideast
9532,13,sci.med
9533,7,rec.autos
9534,8,rec.motorcycles
9535,3,comp.sys.ibm.pc.hardware
9536,9,rec.sport.baseball
9537,0,alt.atheism
9538,5,comp.windows.x
9539,12,sci.electronics
9540,8,rec.motorcycles
9541,12,sci.electronics
9542,9,rec.sport.baseball
9543,5,comp.windows.x
9544,17,talk.politics.mideast
9545,9,rec.sport.baseball
9546,2,comp.os.ms-windows.misc
9547,2,comp.os.ms-windows.misc
9548,16,talk.politics.guns
9549,15,soc.religion.christian
9550,5,comp.windows.x
9551,11,sci.crypt
9552,6,misc.forsale
9553,11,sci.crypt
9554,7,rec.autos
9555,6,misc.forsale
9556,5,comp.windows.x
9557,16,talk.politics.guns
9558,15,soc.religion.christian
9559,0,alt.atheism
9560,17,talk.politics.mideast
9561,15,soc.religion.christian
